iter	RMSE
255	2854.231363
256	2851.674162
257	2850.65136
258	2850.578396
259	2850.44424
260	2849.242161
261	2847.091578
262	2847.021912
263	2846.079631
264	2846.031644
265	2845.136051
266	2844.078293
267	2843.878159
268	2842.979392
269	2840.723295
270	2840.638299
271	2839.747728
272	2838.218368
273	2837.391777
274	2836.331171
275	2831.990345
276	2831.741573
277	2830.855549
278	2830.354685
279	2829.584588
280	2828.833374
281	2828.593467
282	2828.462905
283	2826.981258
284	2826.21112
285	2824.192646
286	2823.482295
287	2823.407465
288	2822.054993
289	2821.998707
290	2821.307172
291	2820.634755
292	2818.491442
293	2818.229316
294	2818.001894
295	2817.357813
296	2815.413286
297	2815.065161
298	2814.879389
299	2814.751211
300	2814.099968
301	2814.047176
302	2812.072007
303	2811.48104
304	2811.43006
305	2810.808042
306	2810.52943
307	2810.464974
308	2809.204902
309	2808.861604
310	2808.534313
311	2806.765035
312	2804.266095
313	2803.705039
314	2803.115281
315	2802.938255
316	2802.646376
317	2802.475077
318	2801.943325
319	2801.865717
320	2801.325798
321	2800.821069
322	2799.549291
323	2799.05923
324	2797.438517
325	2797.326858
326	2797.128236
327	2793.338621
328	2793.066792
329	2792.546921
330	2792.076073
331	2790.745359
332	2790.589872
333	2789.743685
334	2789.453141
335	2789.011871
336	2788.519188
337	2788.077452
338	2787.641945
339	2787.22093
340	2786.814252
341	2785.350624
342	2785.060834
343	2784.91062
344	2784.507846
345	2784.098113
346	2783.656661
347	2783.555265
348	2782.254838
349	2782.017195
350	2781.616211
351	2781.200717
352	2780.822222
353	2780.605287
354	2780.211031
355	2779.861431
356	2779.483873
357	2779.261379
358	2777.346869
359	2777.008004
360	2776.644397
361	2776.291072
362	2775.978929
363	2775.674571
364	2775.381971
365	2774.92862
366	2774.632956
367	2774.445455
368	2774.157915
369	2769.546839
370	2769.266216
371	2769.052669
372	2767.773467
373	2767.65228
374	2767.426378
375	2767.158712
376	2766.864297
377	2765.480921
378	2763.888527
379	2762.579893
380	2762.389981
381	2762.136009
382	2761.888431
383	2760.651359
384	2760.403368
385	2759.991084
386	2759.739699
387	2757.67027
388	2757.403703
389	2757.174675
390	2756.952563
391	2755.781794
392	2755.462045
393	2755.350504
394	2755.052721
395	2754.810331
396	2754.690985
397	2753.126653
398	2752.919846
399	2748.635958
400	2748.365928
401	2748.260157
402	2748.05022
403	2747.854369
404	2746.536556
405	2746.411988
406	2746.190948
407	2742.146049
408	2742.045674
409	2741.85206
410	2741.641959
411	2740.643411
412	2739.531373
413	2739.126711
414	2737.873776
415	2737.673716
416	2737.501597
417	2735.806803
418	2735.635903
419	2735.538408
420	2734.433002
421	2734.27534
422	2734.003211
423	2732.099423
424	2731.939936
425	2731.78649
426	2730.904402
427	2729.38068
428	2728.092093
429	2727.218244
430	2726.139868
431	2725.980274
432	2725.831582
433	2725.687091
434	2724.446026
435	2723.073164
436	2719.475386
437	2719.326516
438	2719.159444
439	2718.715585
440	2718.424433
441	2716.283618
442	2715.285818
443	2715.148399
444	2714.916328
445	2714.7828
446	2714.52807
447	2714.198336
448	2712.593774
449	2712.352209
450	2712.219037
451	2711.949194
452	2711.809236
453	2710.864362
454	2710.68686
455	2709.889683
456	2709.763618
457	2708.54696
458	2707.632572
459	2706.942274
460	2706.733498
461	2706.608945
462	2706.340747
463	2706.106794
464	2705.962725
465	2704.003781
466	2703.863421
467	2703.747815
468	2703.639795
469	2703.529401
470	2703.39909
471	2703.20111
472	2702.310299
473	2702.203502
474	2701.597159
475	2701.362101
476	2700.284016
477	2700.182847
478	2698.661672
479	2698.563537
480	2698.373808
481	2698.25698
482	2698.143603
483	2697.921325
484	2697.769338
485	2697.659207
486	2697.304058
487	2696.282859
488	2696.055046
489	2695.190153
490	2694.984817
491	2694.167162
492	2690.81881
493	2690.241651
494	2690.151758
495	2689.972693
496	2688.625573
497	2688.439033
498	2688.318409
499	2687.774998
500	2687.657584
501	2687.444301
502	2687.345705
503	2687.183894
504	2686.682112
505	2685.862704
506	2684.67123
507	2684.517404
508	2683.46053
509	2683.340873
510	2683.266921
511	2683.196418
512	2683.087656
513	2682.98902
514	2682.806988
515	2681.945693
516	2681.592182
517	2680.743288
518	2680.293068
519	2680.095972
520	2679.729074
521	2679.660466
522	2679.573764
523	2679.252958
524	2679.056751
525	2678.822034
526	2678.515888
527	2678.339561
528	2677.898239
529	2676.704135
530	2676.639155
531	2676.417534
532	2676.207864
533	2675.277309
534	2674.986385
535	2674.921944
536	2674.858801
537	2674.797579
538	2674.146398
539	2674.074769
540	2673.858246
541	2673.603366
542	2673.318837
543	2673.230385
544	2672.638244
545	2672.398365
546	2671.760369
547	2671.614624
548	2671.436521
549	2670.771866
550	2670.637838
551	2670.505508
552	2670.003513
553	2669.759097
554	2669.688305
555	2668.742963
556	2668.690178
557	2668.532554
558	2668.481283
559	2668.233197
560	2668.162122
561	2666.143362
562	2663.530768
563	2663.482237
564	2663.332581
565	2662.918899
566	2662.619129
567	2662.423971
568	2662.369328
569	2661.993271
570	2661.925408
571	2661.368105
572	2661.323645
573	2661.115821
574	2660.956457
575	2660.828031
576	2660.763455
577	2660.214313
578	2660.170531
579	2659.438958
580	2659.37644
581	2659.202152
582	2659.160548
583	2659.104574
584	2658.112738
585	2657.506125
586	2657.283487
587	2657.242612
588	2657.194988
589	2656.898342
590	2656.740182
591	2656.078954
592	2656.034193
593	2655.869804
594	2655.826597
595	2655.648119
596	2654.842522
597	2654.465394
598	2653.65905
599	2653.049391
600	2651.568431
601	2651.286935
602	2650.589209
603	2650.5296
604	2650.493985
605	2650.112694
606	2650.078116
607	2649.785389
608	2649.75303
609	2649.69528
610	2649.501662
611	2649.468891
612	2649.202293
613	2647.406582
614	2647.36881
615	2647.255733
616	2647.142642
617	2646.446105
618	2645.901216
619	2645.626043
620	2645.595615
621	2645.565765
622	2645.530986
623	2645.497412
624	2645.195656
625	2644.509513
626	2644.47713
627	2644.444765
628	2644.389597
629	2644.131876
630	2644.107032
631	2643.846502
632	2643.052648
633	2642.953746
634	2642.664249
635	2641.881551
636	2641.853387
637	2641.338086
638	2641.3121
639	2641.209958
640	2641.188458
641	2640.678477
642	2640.657652
643	2640.468504
644	2640.447824
645	2639.814731
646	2639.76181
647	2639.715017
648	2639.497507
649	2638.910287
650	2638.734366
651	2638.714725
652	2638.663716
653	2638.614253
654	2638.35967
655	2638.340586
656	2638.322067
657	2638.301013
658	2638.054379
659	2637.922601
660	2637.262559
661	2637.112663
662	2636.497349
663	2636.451205
664	2636.403871
665	2635.776391
666	2635.543181
667	2635.115663
668	2633.703365
669	2633.502603
670	2633.284545
671	2632.777712
672	2632.656986
673	2632.353583
674	2632.212332
675	2630.621069
676	2630.603844
677	2630.266809
678	2630.037044
679	2630.020321
680	2629.855121
681	2628.754703
682	2628.438916
683	2627.710734
684	2627.574981
685	2627.084977
686	2625.605818
687	2625.560727
688	2625.043944
689	2624.145667
690	2623.63035
691	2623.431888
692	2623.202
693	2622.881656
694	2622.837997
695	2622.528343
696	2622.370239
697	2621.528986
698	2621.037659
699	2620.82331
700	2620.502153
701	2620.032836
702	2618.609672
703	2618.515781
704	2618.146367
705	2617.968808
706	2617.50161
707	2617.312174
708	2617.272046
709	2617.252161
710	2617.11565
711	2617.00358
712	2616.814948
713	2616.362521
714	2615.008533
715	2614.204906
716	2613.758319
717	2613.595447
718	2612.852301
719	2612.426593
720	2612.171119
721	2612.155936
722	2611.558855
723	2611.39735
724	2611.305513
725	2611.200018
726	2611.143772
727	2611.044264
728	2610.747998
729	2610.312856
730	2610.142173
731	2610.089325
732	2610.051425
733	2609.946673
734	2609.897954
735	2609.854908
736	2609.681216
737	2609.640089
738	2609.62333
739	2607.903915
740	2607.359063
741	2607.019129
742	2606.975263
743	2606.853568
744	2606.573351
745	2606.535014
746	2606.489166
747	2606.28004
748	2606.042039
749	2605.6627
750	2605.252973
751	2605.219735
752	2605.072204
753	2605.05705
754	2604.826571
755	2604.551691
756	2604.511304
757	2604.097331
758	2603.975288
759	2603.861672
760	2603.797742
761	2603.78873
762	2603.469299
763	2603.437438
764	2603.237206
765	2603.206603
766	2602.986381
767	2602.974359
768	2602.690632
769	2602.457709
770	2602.286484
771	2602.040973
772	2601.994893
773	2601.958446
774	2601.838624
775	2601.796668
776	2601.784028
777	2601.77489
778	2601.737156
779	2599.418731
780	2599.383409
781	2599.33475
782	2599.216009
783	2598.55224
784	2598.45643
785	2597.6454
786	2597.562024
787	2597.049736
788	2596.806567
789	2596.799296
790	2596.638295
791	2596.436312
792	2596.323322
793	2596.29567
794	2594.09809
795	2593.914531
796	2593.738029
797	2593.533755
798	2593.495843
799	2593.469642
800	2593.307592
801	2593.098655
802	2593.018483
803	2592.735079
804	2591.960947
805	2591.958728
806	2591.868915
807	2590.581053
808	2590.555655
809	2590.475189
810	2590.105856
811	2589.913505
812	2589.765816
813	2589.518149
814	2589.444995
815	2589.295867
816	2589.134154
817	2589.10989
818	2588.938333
819	2588.46075
820	2587.748359
821	2587.420838
822	2586.061233
823	2586.038295
824	2585.681366
825	2585.567684
826	2585.264762
827	2583.116731
828	2582.921545
829	2582.855868
830	2582.709705
831	2582.591529
832	2582.415366
833	2582.369605
834	2582.067192
835	2581.853962
836	2581.648478
837	2581.112837
838	2581.001031
839	2580.85984
840	2580.764038
841	2578.713961
842	2578.275533
843	2577.151323
844	2577.006023
845	2576.972671
846	2576.864279
847	2576.651297
848	2576.434451
849	2576.353228
850	2575.90585
851	2575.6296
852	2575.551154
853	2575.371871
854	2575.016763
855	2574.916027
856	2574.699279
857	2574.279059
858	2574.191905
859	2573.636142
860	2573.482057
861	2573.082703
862	2573.004932
863	2572.332113
864	2572.311885
865	2572.199823
866	2572.13448
867	2572.025185
868	2571.913928
869	2571.824722
870	2571.737838
871	2571.655105
872	2571.622275
873	2571.23572
874	2571.144187
875	2571.139965
876	2570.764794
877	2570.504535
878	2570.381653
879	2570.095774
880	2569.962992
881	2569.598293
882	2569.484745
883	2569.359663
884	2569.287065
885	2569.221648
886	2569.080992
887	2568.994438
888	2568.986502
889	2568.772191
890	2568.704595
891	2568.497088
892	2568.251536
893	2568.223076
894	2568.215331
895	2568.15198
896	2567.917802
897	2567.557628
898	2567.4964
899	2567.388891
900	2567.039443
901	2566.700101
902	2566.390883
903	2566.325208
904	2566.166138
905	2566.11535
906	2566.06565
907	2566.023466
908	2565.83833
909	2565.828363
910	2565.773578
911	2565.375264
912	2565.252389
913	2565.198243
914	2565.138417
915	2565.13124
916	2565.0916	2439.690254
917	2438.99274
918	2438.95698
919	2438.809013
920	2438.751361
921	2437.844226
922	2435.027037
923	2434.826025
924	2434.163388
925	2434.088445
926	2433.810699
927	2433.71567
928	2433.181797
929	2432.663433
930	2432.612403
931	2432.516833
932	2432.171482
933	2431.662872
934	2431.521404
935	2431.438179
936	2431.166061
937	2430.934407
938	2430.591452
939	2430.324026
940	2430.197129
941	2429.871797
942	2429.317986
943	2429.233523
944	2429.137044
945	2428.826906
946	2428.650785
947	2428.598148
948	2428.249075
949	2428.225956
950	2428.161364
951	2427.018408
952	2426.917997
953	2426.315987
954	2426.24889
955	2426.21439
956	2425.701447
957	2425.074346
958	2424.990596
959	2424.693031
960	2424.64471
961	2424.598054
962	2424.552987
963	2424.489396
964	2424.237487
965	2424.188474
966	2424.041333
967	2423.758429
968	2423.715797
969	2423.692508
970	2423.191066
971	2423.094966
972	2423.025207
973	2422.588421
974	2422.540718
975	2422.385293
976	2422.295407
977	2422.034482
978	2422.003511
979	2421.888992
980	2421.637494
981	2421.534044
982	2421.511494
983	2421.475671
984	2421.435619
985	2421.403199
986	2421.371773
987	2421.159203
988	2421.067229
989	2418.244822
990	2418.206117
991	2418.175622
992	2417.950926
993	2417.930925
994	2417.730231
995	2417.313014
996	2417.275617
997	2417.222902
998	2417.052545
999	2416.197706
8231
